"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"775",17008083,"centro tecnológico cristo pobre 1","library","Calle Unión #124","Ponce","PR",733
"776",17009109,"sierra vista library kiosk","library","1050 Shaw Ave","Clovis","CA",93612
"777",210912,"wawona   branch  library","library","Po Box 2008","Wawona","CA",95389
"778",115263,"foster library","library","4205 S 142ND ST","SEATTLE","WA",98168
"779",124149,"upper hudson library system","library","28 ESSEX ST","ALBANY","NY",12206
"780",129174,"ohio state library","library","274 EAST 1ST AVENUE","COLUMBUS","OH",43201
"781",129879,"southwest ohio and neighboring libraries","library","10815 INDECO DRIVE, SUITE 200","CINCINNATI","OH",45241
"782",129939,"flesh public library","library","124 W GREENE ST","PIQUA","OH",45356
"783",138234,"elkhorn public library","library","401 GLENN ST","ELKHORN","NE",68022
"784",141922,"silverton library","library","405 Broadway","SILVERTON","TX",79257
"785",142238,"hudson public library","library","100 S. Beech Street","HUDSON","CO",80642
"786",149894,"lone cone library district dba norwood public library","library","1110 Lucerne Street","NORWOOD","CO",81423
"787",156077,"colorado talking book library","library","180 SHERIDAN BOULEVARD","DENVER","CO",80226
"788",16023109,"outreach","non-instructional facility (nif)","300 NE 50TH STREET","OKLAHOMA CITY","OK",73105
"789",16027144,"library facilities suppport","non-instructional facility (nif)","10790 W. 50TH AVENUE UNIT 100","WHEAT RIDGE","CO",80033
"790",16029536,"agnes parr technology and library resource center","non-instructional facility (nif)","5200 CLEGHORN CANYON ROAD","RAPID CITY","IA",57102
"791",16042769,"bostwick library","library","125 TILLMAN STREET","BOSTWICK","FL",32007
"792",16057874,"irish library","library","1106 NORTH CENTRAL AVE","PHOENIX","AZ",85003
"793",16058268,"biblioteca electronica de duey","library","CARR 372 BARRIO DUEY","YAUCO","PR",698
"794",16060459,"youth service center","library","1211 E ALDER","SEATTLE","WA",98122
"795",16060460,"shipping and receiving","non-instructional facility (nif)","8114 304TH AVE S.E","PRESTON","WA",98050
"796",16063431,"st george branch library","library","88 W 100 S","ST GEORGE","UT",84770
"797",16064305,"book mobile","library","503 KINSEY ROAD","XENIA","OH",45385
"798",16066076,"jewish educational media","library","781 EAST NEW YORK AVENUE","BROOKLYN","NY",11203
"799",16067923,"route 9 library and innovation center","library","3022 Newcastle Ave","NEW CASTLE","DE",19720
"800",16070933,"centro ciberntico leonardo aviles","library","Ave. Muñoz Rivera Esquina San Juan Calle 119","CAMUY","PR",627
"801",16074091,"tccl server room/annex","non-instructional facility (nif)","633 W. THIRD","TULSA","OK",74116
"802",16076007,"boys and girls club of mayaguez casa matriz","library","RES. F.D. ROOSEVELT,","MAYAGUEZ","PR",680
"803",16076037,"boys and girls club residencial torres de sabana","library","AVE. CAMPO RICO, RESIDENCIAL TORRES DE SABANA","CAROLINA","PR",987
"804",16081055,"biblioteca arecibo","library","CARR. 589 BO. ARENA","ARECIBO","PR",616
"805",17005370,"broad street archives","non-instructional facility (nif)","500 Broad Street","Newark","NJ",7102
"806",17005371,"commerce branch library","non-instructional facility (nif)","34 Commerce Street","Newark","NJ",7102
"807",17006022,"centro tecnologico rio grande-pueblo","library","Calle San Juan, Esquina San Jose","Rio Grande","PR",745
"808",17006275,"municipality of orocovis","library","PR 157 Km 2.. Bo. Cacao","Orocovis","PR",720
"809",17006620,"washington state library","library","6880 CAPITOL BLVD S","TUMWATER","WA",98504
"810",17006712,"norweld","library","181 1/2 S MAIN ST","BOWLING GREEN","OH",43402
"811",17007321,"centro comunal maginas","library","Carr. 121 Km. 1.5 Bo. Maginas Calle Magnolia","Sabana Grande","PR",637
"812",17007322,"centro comunal papayo","library","Carr. 367 Km 1.4 Papayo","Sabana Grande","PR",637
"813",17007954,"milwaukee public library express library - silver spring","library","5550 North 64th Street","Milwaukee","WI",53218
"814",17008286,"salón de los poetas","library","Paseo del Atenas","Manatí","PR",674
"815",17008587,"carver park resource center","library","208 WEBB ST","CANTONMENT","FL",32533
"816",17008599,"marie k young-wedgewood community center & park","library","6405 WAGNER RD","PENSACOLA","FL",32505
"817",17008605,"walnut hill community center & park","library","7850 HIGHWAY 97","MC DAVID","FL",32568
"818",17008775,"york county library system-annex","non-instructional facility (nif)","118 Pleasant Acres Road","York","PA",17402
"819",17008816,"east bank regional library dr site","non-instructional facility (nif)","200 DERBIGNY ST.","GRETNA","LA",77053
"820",17008872,"centro tecnologico de education digital","library","CALLE CANDELARIA #14","Mayaguez","PR",680
"821",17008985,"biblioteca electrónica de lares (duplicada)","library","Calle Pedro Albizu Campos #2","Lares","PR",669
"822",17009812,"biblioteca publica orocovis library","library","PO BOX 2106","OROCOVIS","PR",720
"823",17009925,"biblioteca electrónica guajataca","library","CARR. #453  INTERIOR BARRIO GUAJATACA","QUEBRADILLA","PR",678
"824",17010142,"westmoreland county federated library system","non-instructional facility (nif)","226 DONOHOE RD SUITE 202","GREENSBURG","PA",15601
"825",17010393,"biblioteca comunitaria escuela alfonso lopez garcia","library","CARR. 694, BARRIO MAGUAYO","DORADO","PR",646
"826",17010869,"maintenance facility","non-instructional facility (nif)","730 E pacific ave","Spokane","WA",99202
"827",17011071,"southeast ohio library center","library","40780 MARIETTA RD","CALDWELL","OH",43724
"828",17011077,"southeast regional library system - main","library","252 W 13TH ST","WELLSTON","OH",45692
"829",17011363,"jewish educational media","library","784 EASTERN PKWY","BROOKLYN","NY",11213
"830",17011387,"delaware county library system- admin office","non-instructional facility (nif)","340 NORTH MIDDLETOWN ROAD , BLD 19","Delaware","PA",19063
"831",17012400,"mountain home afb library","library","480 5TH ST BLDG 2610 STE 100","MOUNTAIN HOME AFB","ID",83648
"832",17012498,"menaul historical library of the southwest","library","301 MENAUL BLVD NE","ALBUQUERQUE","NM",87107
"833",17012690,"norfolk public library data center","non-instructional facility (nif)","401 Monticello Avenue, Suite 300","Norfolk","VA",23510
"834",17012815,"law library","library","500 N LORAINE ST STE 102","MIDLAND","TX",79701
"835",17012862,"the library box","library","4209 State Route 14","Rootstown","OH",44272
"836",17012882,"jmrl - city data center","non-instructional facility (nif)","120 7th St NE","Charlottesville","VA",22902
"837",17013310,"roanoke county data center","non-instructional facility (nif)","5925 Cove Road,","Roanoke","VA",24019
"838",17013812,"biblioteca electrónica barrio aguacate","library","Calle Comunas 201,","Yabucoa","PR",767
"839",17013933,"south branch library","library","405 WASHINGTON ST","ALEXANDRIA","KY",41001
"840",17014142,"biblioteca electronica tomas bonilla","library","Carr. 417 Km 0.3 Interior Sector Los Garcias Bo. Cerro Gordo","Aguada","PR",602
"841",17014156,"archivo biblioteca","library","CARR ESTATAL 877 KM 0 4","TRUJILLO","PR",926
"842",17014164,"biblioteca juan l. lugo","library","Carretera 848, Kilómetro 0.5","Trujillo Alto","PR",978
"843",17014254,"museum of jewish heritage","library","36 BATTERY PL","NEW YORK","NY",10280
"844",17014281,"northeast ohio regional library system-main","library","1580 GEORGETOWN RD","HUDSON","OH",44236
"845",17014891,"santa clara county library isd","non-instructional facility (nif)","1555 Berger Drive","San Jose","CA",95112
"846",17015012,"electronic library at lee davis center","library","3402 N 22ND ST","TAMPA","FL",33605
"847",17015084,"biblioteca municipal de bayamon","library","Paseo del Parques, Esquina Calle Betances","Bayamon","PR",960
"848",17015115,"museo del café","library","Carr. 530 Km. 0.2 Bo. Mameyes","Jayuya","PR",664
"849",174634,"illinois state library","library","300 S 2ND ST","SPRINGFIELD","IL",62701
"850",199635,"biblioteca publica guayanilla","library","Carr. Estatal 127","Guayanilla","PR",656
"851",23509,"canton","library","1030S S ELLWOOD AVE","BALTIMORE","MD",21224
"852",51195,"summitville community library","library","PO BOX 486","SUMMITVILLE","IN",46070
"853",81409,"springhill branch library","library","1000 S ARKANSAS ST","SPRINGHILL","LA",71075
"854",82148,"gurdon public library","library","SCHOOL AND JOSYLN STS","GURDON","AR",71743
"855",96417,"alta reading room","library","10351 E STATE HIGHWAY 210","ALTA","UT",84092
"856",16078600,"chabad org","library","100 WILLIAM STREET 21ST FLOOR","NEW YORK","NY",10038
"857",17011341,"chabad.org","library","784 EASTERN PKWY STE 405","BROOKLYN","NY",11213
"858",126125,"fallsington library company","library","139 YARDLEY AVE","FALLSINGTON","PA",19054
"859",127584,"welaka woman's club library","library","PO BOX 1016","WELAKA","FL",32193
"860",16078664,"library processing","non-instructional facility (nif)","10115 Sommers Annex","San Antonio","TX",78217
"861",16082597,"margery malin library","non-instructional facility (nif)","203 SEAHAWK DRIVE","RIVIERA","TX",78379
"862",17007436,"finger lakes library system nif","non-instructional facility (nif)","1300 Dryden Road","Ithaca","NY",14850
"863",204091,"pine satellite","library","700 WARRENDALE RD","GIBSONIA","PA",15044
"864",234319,"childrens museum of houston","library","1500 BINZ","HOUSTON","TX",77004
"865",111170,"hoopa branch library","library","PO BOX 1266","HOOPA","CA",95546
"866",17005994,"centro comunal arenas","library","Calle Principal Bo. Arenas","Guánica","PR",653
"867",17005995,"centro comunal barrio bélgica","library","Calle 5 (frente a Parque Pelota Bo. Bélgica)","Guánica","PR",653
"868",17005997,"centro comunal barrio fuig","library","Carr. 331 Km 2.3 Barrio Ciénaga","Guánica","PR",653
"869",17005999,"centro comunal la joya de santa rita","library","Calle 4 Bo. La Joya de Santa Rita","Guánica","PR",653
"870",17006000,"centro comunal la luna","library","Carr. PR 334 Principal, Bo. Carrenero","Guánica","PR",653
"871",17006002,"centro comunal moltalva","library","Bo. Moltalva, Ensenada","Guánica","PR",647
"872",17006003,"centro comunal playa santa","library","Carr. 325, Sector Salinas Providencia, Ensenada","Guánica","PR",647
"873",17006004,"centro comunal santa juanita","library","Calle A Principal Sector Santa Juanita","Guánica","PR",653
"874",17009209,"biblioteca electrónica municipal","library","Calle 25 de Julio (al lado de la Alcaldía)","Guanica","PR",653
"875",17013974,"biblioteca josefina betancourt de millán","library","Calle Vicente Ramos Colon, Edificio de Usos Múltiples # 4","San Germán","PR",683
"876",16043418,"warehouse","non-instructional facility (nif)","PARSONS ROAD","COLUMBUS","OH",43215
"877",17008372,"centro tecnológico pueblo city hall - anexo ii","library","Calle José Julián Acosta Esq. de Diego Anexo II Casa Alcaldía","Guaynabo","PR",970
"878",17009157,"centro tecnológico de camarones","library","Carr. 836 Km. 2.1 Sector Altos de Camarones, Bo. Camarones","Guaynabo","PR",970
"879",17009160,"centro tecnológico de muñoz rivera","library","Sector Muñoz Rivera","Guaynabo","PR",970
"880",17009163,"centro tecnológico liga atlética de guaynabo","library","Carr. PR 173 Km.8.1,Urb. Lomas del Sol","Guaynabo","PR",970
"881",17009299,"centro tecnológico parque barrio mamey i moisés garcía","library","Carr 835 Km 1.2 Bo. Mamey 1 Intersección con Camino Cantera","Guaynabo","PR",970
"882",230129,"operations center","library","US ROUTH 62 & STYGLER ROAD","GAHANNA","OH",43230
"883",17007397,"centro comunal lajas arriba","library","Carr. 117, Km. 1.0 interior","Lajas","PR",667
"884",17008344,"biblioteca electronica playa rosada","library","Carr. 324 Interior","LAJAS","PR",667
"885",112324,"dorris branch library","library","Po Box 649","Dorris","CA",96023
"886",17009765,"biblioteca electronica casa de juventud","library","Calle San Jose, Esq. Calle Sanchez Lopez, Bo. Pueblo","Gurabo","PR",778
"887",17005309,"plum creek main branch","library","Po Box 697","Worthington","MN",56187
"888",16078914,"lithia springs fulton county data center","non-instructional facility (nif)","375 Riverside Pkwy","Lithia Springs","GA",30122
"889",16078997,"pryor street fulton county data center","non-instructional facility (nif)","141 Pryor St.","Atlanta","GA",30303
"890",17011390,"chautauqua cattaraugus headquarters","library","106 West 5th St","Jamestown","NY",14701
"891",17010917,"north regional office","library","21182 Centre Pointe Pkwy","Santa Clarita","CA",91350
"892",226105,"shaker library","library","707 Shaker Road","New Gloucester","ME",4260
"893",132786,"eastern shores library system","library","4632 S. Taylor Drive","Sheboygan","WI",53081
"894",133029,"cassville public library","library","100 W Amelia St","Cassville","WI",53806
"895",133033,"southwest wisconsin lib system","library","1300 Industrial Dr","Fennimore","WI",53809
"896",133189,"nicolet federated library sys","library","1595 Allouez Ave Ste 4","Green Bay","WI",54311
"897",133225,"medford free public library","library","104 E Perkins St","Medford","WI",54451
"898",133350,"indianhead federated library","library","1538 Truax Blvd","Eau Claire","WI",54703
"899",133404,"northern waters library serv","library","3200 Lake Shore Dr E","Ashland","WI",54806
"900",133460,"outagamie waupaca lib system","library","225 N Oneida St","Appleton","WI",54911
"901",16065910,"dane county library service","library","1819 Aberg Ave","Madison","WI",53704
"902",168398,"mid wisconsin federated library system","library","112 Clinton St","Horicon","WI",53032
"903",224737,"south central library system automation","library","4610 S Biltmore Ln Ste 101","Madison","WI",53718
"904",123641,"westchester library system","library","570 TAXTER ROAD","ELMSFORD","NY",10523
"905",128449,"obion river regional library","library","542 NORTH LINDELL ST","MARTIN","TN",38237
"906",128495,"buffalo river regional library","library","104 E 6TH ST","COLUMBIA","TN",38401
"907",141757,"central texas library system","library","5806 Mesa Dr","AUSTIN","TX",78731
"908",144155,"california state library","library","914 CAPITOL MALL","SACRAMENTO","CA",95814
"909",16051521,"biblioteca casa de la musica","library","AVE FERNANDEZ GARCIA, RES. LUIS MUNOZ MORALES","CAYEY","PR",736
"910",16055839,"bookmobile garage","non-instructional facility (nif)","506 WALLER ST","PORTSMOUTH","OH",45662
"911",16057869,"biblioteca collores municipio de jayuya","library","BARRIO COLLORES JAYUYA ABAJO CARR. 140 K.M 8.0","JAYUYA","PR",664
"912",16077530,"biblioteca electrónica youth corner","library","CARR. 167 KM. 19.2, PMB 286 PO BOX 607071","BAYAMON","PR",960
"913",16080412,"pclc lending library kiosk","library","101 ADVENTURE CT","DAVENPORT","FL",33837
"914",16084139,"columbia memorial science center","library","12400 Columbia Way","Downey","CA",90242
"915",16084141,"independence park","library","12334 Bellflower Blvd","Downey","CA",90242
